category,model,MAE,RMSE,sMAPE,WAPE,MASE,MASE_rank
M01AB,LightGBM,2.257832603450176,2.865834732384605,44.77526036590431,42.17016426704183,0.7615473992627889,1.0
M01AE,SARIMA,1.6869461000266728,2.1025218191331088,47.08587768930612,44.72675770814587,0.7608136622854974,1.0
N02BA,SARIMA,1.6432731265404634,2.0465831201731883,54.62877176851189,49.57410791736035,0.634635689522933,1.0
N02BE,LightGBM,8.614190611119247,11.28591833006147,32.769040317881014,32.125550343668706,0.6920226407847979,1.0
N05B,SARIMA,3.684704643620363,4.699406455739252,48.86798495164496,45.96189141637119,0.6807796056366073,1.0
N05C,LightGBM,0.8213322364626914,1.1394002970108397,155.1970190288247,115.87443984689862,0.9604502239012316,1.0
R03,SARIMA,5.069203838683694,6.561802099746477,90.8113502897491,84.7234493508389,0.9362294123673346,1.0
R06,SARIMA,1.7195976611884438,2.1487064201420485,66.91111178731904,60.98381968493262,0.8629286075664493,1.0
